"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개","알라딘표지","알라딘ISBN13","알라딘설명","알라딘카테고리ID","알라딘카테고리명"
"무영탑. 2","현진건","교연아카데미","2003","자료실","8980483465 ","무영탑2","현진건","","9791198913913.0","주누북스","2024-10-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6747495%3Ftimestamp%3D20241016164613","https://search.daum.net/search?w=bookpage&bookId=6747495&q=%EB%AC%B4%EC%98%81%ED%83%912","현진건의 장편소설 무영탑은 1938년 7월20일 ~ 1939년 2월7일까지 동아일보에 총 164회에 걸쳐 연재되었고, 1939년 초판이 간행되었습니다.  ""천년 고도 경주를 찾으신 분은 반드시 불국사에 들르시리라. 그 절묘한 돌층층대를 거쳐 문루를 지나 서시면 유명한 다보탑과 석가탑이 눈앞에 나타나리라. 천겁의 바람과 비에 시달린 오늘날에도 오히려 엄연히 남아 있어, 하나는 그 여성적인 혼란한 곡선미로, 또 하나는 그 남성적인 호장한 직선미로 마음 있는 이의 발길을 머물게 하리라. 석가탑의 일명은 무영탑, 아사녀가 아무리 기다려도 나타나지 않았다 하여 이 별명을 얻은 것을 터득하시리라......  위와 같은 작가의 말을 떠올리면서, 여러분에게 즐거운 독서 경험이 되길 바랍니다.","https://image.aladin.co.kr/product/34897/81/coversum/e872534385_1.jpg","9791198913913","","57638","eBook>소설/시/희곡>한국소설>2000년대 이전"
"무영탑. 1","현진건","교연아카데미","2003","자료실","8980483465 ","무영탑1","현진건","","9791198913906.0","주누북스","2024-10-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6747234%3Ftimestamp%3D20241016164558","https://search.daum.net/search?w=bookpage&bookId=6747234&q=%EB%AC%B4%EC%98%81%ED%83%911","현진건의 장편소설 무영탑은 1938년 7월20일 ~ 1939년 2월7일까지 동아일보에 총 164회에 걸쳐 연재되었고, 1939년 초판이 간행되었습니다.  ""천년 고도 경주를 찾으신 분은 반드시 불국사에 들르시리라. 그 절묘한 돌층층대를 거쳐 문루를 지나 서시면 유명한 다보탑과 석가탑이 눈앞에 나타나리라. 천겁의 바람과 비에 시달린 오늘날에도 오히려 엄연히 남아 있어, 하나는 그 여성적인 혼란한 곡선미로, 또 하나는 그 남성적인 호장한 직선미로 마음 있는 이의 발길을 머물게 하리라. 석가탑의 일명은 무영탑, 아사녀가 아무리 기다려도 나타나지 않았다 하여 이 별명을 얻은 것을 터득하시리라......  위와 같은 작가의 말을 떠올리면서, 여러분에게 즐거운 독서 경험이 되길 바랍니다.","https://image.aladin.co.kr/product/34897/81/coversum/e882534385_1.jpg","9791198913906","","57638","eBook>소설/시/희곡>한국소설>2000년대 이전"
"진달래 꽃 외","김소월 외 [지음]","교연아카데미","2003","자료실","8980483465 ","진달래꽃 (외)","김소월","","9788991167179.0","종합출판범우","2005-08-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1342594%3Ftimestamp%3D20231006162853","https://search.daum.net/search?w=bookpage&bookId=1342594&q=%EC%A7%84%EB%8B%AC%EB%9E%98%EA%BD%83+%28%EC%99%B8%29","한국의 대표적인 문인들의 문학 작품 및 사상·사회인식이 담긴 글 등을 작가 중심으로 엮은 범우비평 한국문학 시리즈 제 27권 '김소월'편. 소월의 대표작 <진달래꽃>을 비롯, <인간미>, <비오는 날> 등의 미발표 유고시 및 번역시, <춘조>, <함박눈> 등의 산문을 실었다. 학계의 대표적인 문학 연구자들의 작가·작품론을 함께 수록했다.","https://image.aladin.co.kr/product/58/42/coversum/8991167179_1.jpg","9788991167179","김소월의 전 작품의 결정본을 한 권에 담았다. <진달래꽃> 수록시, <진달래꽃> 미수록 발표시, 미발표 유고시, 번역시, 일문.영문시, 산문의 순으로 실려 있다. <진달래꽃> 수록시는 시집 배열 순서대로 실었고, 기타 발표 연대가 알려진 작품들은 모두 발표 연대순으로 정리하여 배열하였다.","51167","국내도서>소설/시/희곡>시>한국시"
"삼대. 2","염상섭","교연아카데미","2003","자료실","8980483465 ","삼대. 2(한국문학산책 21: 장편소설)","염상섭, 김명진 (엮음)","","9788967900465.0","지식의숲","2013-04-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F938751%3Ftimestamp%3D20220410075519","https://search.daum.net/search?w=bookpage&bookId=938751&q=%EC%82%BC%EB%8C%80.+2%28%ED%95%9C%EA%B5%AD%EB%AC%B8%ED%95%99%EC%82%B0%EC%B1%85+21%3A+%EC%9E%A5%ED%8E%B8%EC%86%8C%EC%84%A4%29","『삼대』 제2권은 일제 강점기 서울의 현실을 배경으로 가족 간에 벌어지는 삼대의 세대 갈등을 그려 낸 염상섭의 대표작이다. 서울의 한 중산층 집안인 조 씨 일가에서 일어나는 재산 싸움을 중심으로 하여, 1930년대의 여러 가지 이념의 상호 관계와 유교 사회에서 자본주의 사회로 변화하는 당대의 현실을 매우 생동감 있게 그려 냈다.","https://image.aladin.co.kr/product/2693/70/coversum/8967900465_1.jpg","9788967900465","우리의 삶과 글 읽기에 지침이 되는, 한국인이 꼭 읽어야 할 대표 작가들의 주요 작품을 엄선한 '한국문학산책' 시리즈 21권. &lt;삼대&gt;는 일제 강점기 서울의 현실을 배경으로 가족 간에 벌어지는 삼대의 세대 갈등을 그려 낸 염상섭의 대표작이다.","7268","국내도서>청소년>청소년 고전"
"삼대. 1","염상섭","교연아카데미","2003","자료실","8980483465 ","삼대. 1(한국문학산책 20: 장편소설)","염상섭, 김명진 (엮음)","","9788967900458.0","지식의숲","2013-04-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F940267%3Ftimestamp%3D20220410075728","https://search.daum.net/search?w=bookpage&bookId=940267&q=%EC%82%BC%EB%8C%80.+1%28%ED%95%9C%EA%B5%AD%EB%AC%B8%ED%95%99%EC%82%B0%EC%B1%85+20%3A+%EC%9E%A5%ED%8E%B8%EC%86%8C%EC%84%A4%29","한국인이 꼭 읽어야 할 대표 작가들의 주요 작품을 엄선한 문학전집 「한국문학산책」 시리즈. 고전부터 근ㆍ현대 작품에 이르기까지 우리나라 대표 작가들의 다양한 작품을 만날 수 있다. 중ㆍ단편소설, 장편소설, 고전 문학, 신소설 네 장르로 나누었고, 전문가들이 작가의 주요 작품과 작가 소개, 작품 해설 등을 전해준다. 또한 뜻풀이와 삽화를 실어 보는 재미와 읽는 즐거움을 더했다.  제20권에서는 봉건 사회에서 자본주의 사회로 변화하는 1930년대를 삼대의 삶을 통해 새생하게 묘사한 염상섭의 대표작 『삼대』를 만나본다. 서울의 한 중산층 집안인 조 씨 일가에서 일어나는 재산 싸움을 중심으로 하여 1930년대의 여러 가지 이념의 상호 관계와 유교 사회에서 자본주의 사회로 변화하는 당대의 현실을 생동감 있게 그려낸 작품이다.","https://image.aladin.co.kr/product/2693/67/coversum/8967900457_1.jpg","9788967900458","우리의 삶과 글 읽기에 지침이 되는, 한국인이 꼭 읽어야 할 대표 작가들의 주요 작품을 엄선한 '한국문학산책' 시리즈 20권. &lt;삼대&gt;는 일제 강점기 서울의 현실을 배경으로 가족 간에 벌어지는 삼대의 세대 갈등을 그려 낸 염상섭의 대표작이다.","7268","국내도서>청소년>청소년 고전"
"목마른 달팽이 여행","김주영","동아일보사","1999","자료실","897080171X","목마른 달팽이 여행","김주영","","9788970901718.0","동아일보사","1999-02-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F974217%3Ftimestamp%3D20231103190244","https://search.daum.net/search?w=bookpage&bookId=974217&q=%EB%AA%A9%EB%A7%88%EB%A5%B8+%EB%8B%AC%ED%8C%BD%EC%9D%B4+%EC%97%AC%ED%96%89","서양회화를 전공해 후학들에게 조각을 가르치다 86년 도불, 파리에 머물며 조형예술을 공부하고 현재 화가 이자 설치미술가, 행위예술가로 활발하게 활동하고 있는 저자가 낯선 곳에서 미술을 공부하면서 경험하고 느낀 것들과 예술에 대한 단상들을 진솔하게 밝혔다.","https://image.aladin.co.kr/product/19/3/coversum/897090171x_1.gif","9788970901718","","51371","국내도서>에세이>한국에세이"
"독심술","서림능력개발자료실 [엮음]","서림문화사","1992","자료실","8971860173 ","독한국사 독심술 찐","최진우","","9791190837125.0","더나은","2020-10-07","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5455109%3Ftimestamp%3D20231231145108","https://search.daum.net/search?w=bookpage&bookId=5455109&q=%EB%8F%85%ED%95%9C%EA%B5%AD%EC%82%AC+%EB%8F%85%EC%8B%AC%EC%88%A0+%EC%B0%90","독한국사 심플한 이론정리 술술 읽히는 요약서    1. 빈틈없이 정리한 완전무결 진짜 한국사 요약서  2. 이 한권으로 이론(기본+심화) 정리와 암기를 한번에 완성  3. 한 눈에 들어오는 체계적인 시대사 도표  4. 헷갈리는 한국사 이론을 테마별 분류로 쉽게 이해  5. 최신 공무원 기출 + 8종 고등 교과서 내용 완벽 반영  6. 중요한 내용에 색깔 형광펜 체크  7. 테마별 저자의 이론 판서노트 수록","https://image.aladin.co.kr/product/25005/21/coversum/k452632616_1.jpg","9791190837125","심플한 이론정리로 술술 읽히는 한국사 요약서다. 한 권으로 이론(기본+심화) 정리와 암기를 한번에 완성할 수 있도록 구성하였다. 한 눈에 들어오는 체계적인 시대사 도표를 실었고, 헷갈리는 한국사 이론을 테마별 분류로 쉽게 이해할 수 있도록 하였다.","34629","국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>7/9급 교재"
"이삭줍기","장순하","태학사","2001","자료실","8976265076 ","이삭줍기","임강빈","","9788971902943.0","동학사","2010-02-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F991607%3Ftimestamp%3D20190126090454","https://search.daum.net/search?w=bookpage&bookId=991607&q=%EC%9D%B4%EC%82%AD%EC%A4%8D%EA%B8%B0","임강빈 시집『이삭줍기』. 언어의 절제와 행간의 깊이가 이룩한 감동과 여운, 아득히 홀로 걸어 온 임강빈 시학 56년-그가 또 한 번 펼쳐 보인 우리시의 푸른 말본!","","","","",""
"그많던 싱아는 누가 다 먹었을까","박완서","웅진닷컴","1993","자료실","890100674X","그 많던 싱아는 누가 다 먹었을까","박완서","","9788901248202.0","웅진지식하우스","2021-01-22","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5564301%3Ftimestamp%3D20250226144323","https://search.daum.net/search?w=bookpage&bookId=5564301&q=%EA%B7%B8+%EB%A7%8E%EB%8D%98+%EC%8B%B1%EC%95%84%EB%8A%94+%EB%88%84%EA%B0%80+%EB%8B%A4+%EB%A8%B9%EC%97%88%EC%9D%84%EA%B9%8C","2021년은 한국 문학의 거목, 박완서가 우리 곁을 떠난 지 꼬박 10년이 되는 해다. 그의 타계 10주기를 기리며 박완서 문학의 정수로 꼽히는 연작 자전소설 두 권이 16년 만에 새로운 옷을 입고 독자들을 찾아왔다. 생전에 그가 가장 사랑했던 『그 많던 싱아는 누가 다 먹었을까』(1992)와 『그 산이 정말 거기 있었을까』(1995)는 모두 출간된 지 20여 년이 훌쩍 넘었지만 여전히 한국 소설의 대표적인 스테디셀러이자 중·고등학생 필독서로 남녀노소에게 사랑받는 작품이다. 독자들의 끊임없는 애정으로 ‘160만 부 돌파’라는 경이적인 기록을 세운 이 두 권은 결코 마모되지 않고 자유롭게 자신만의 문학 세계를 완성한 고(故) 박완서 작가를 형상화한 듯 생명력 넘치는 자연을 모티프로 재탄생했다.    『그 많던 싱아는 누가 다 먹었을까』는 연작 자전소설의 첫 번째 이야기로, 1930년대 개풍 박적골에서 보낸 꿈같은 어린 시절과 1950년 한국전쟁으로 황폐해진 서울에서의 스무 살까지를 그리고 있다. 강한 생활력과 유별난 자존심을 지닌 어머니와 이에 버금가는 기질의 소유자인 작가 자신, 이와 대조적으로 여리고 섬세한 기질의 오빠가 어우러져 살아가는 가족 관계를 중심으로 1930년대 개풍 지방의 풍속과 훼손되지 않은 산천의 모습, 생활상, 인심 등이 유려한 필치로 그려지고 있다. 더불어 작가가 1940년대 일제 치하에서 보낸 학창 시절과 6·25전쟁과 함께 스무 살을 맞이한 1950년 격동의 한국 현대사 풍경이 생생하게 펼쳐진다. 고향 산천에 지천으로 자라나던 흔하디흔한 풀 ‘싱아’로 대변되는 작가의 순수한 유년 시절이 이야기가 전개되어갈수록 더욱 아련하게 그리워지는 아름다운 성장소설로, 박완서 문학의 최고작이라 일컬어진다.","https://image.aladin.co.kr/product/26067/82/coversum/8901248204_2.jpg","9788901248202","2021년은 한국 문학의 거목, 박완서가 우리 곁을 떠난 지 꼬박 10년이 되는 해다. 그의 타계 10주기를 기리며 박완서 문학의 정수로 꼽히는 연작 자전소설 두 권이 16년 만에 새로운 옷을 입고 독자들을 찾아왔다. &lt;그 많던 싱아는 누가 다 먹었을까&gt;는 연작 자전소설의 첫 번째 이야기이다.","50994","국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설"
"고전 역학","박상업","전주대학교출판부","1998","자료실","8985644718 ","물리의 정석: 고전 역학 편","레너드 서스킨드, 조지 라보프스키","이종필","9788983718372.0","사이언스북스","2017-08-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1165499%3Ftimestamp%3D20240321113544","https://search.daum.net/search?w=bookpage&bookId=1165499&q=%EB%AC%BC%EB%A6%AC%EC%9D%98+%EC%A0%95%EC%84%9D%3A+%EA%B3%A0%EC%A0%84+%EC%97%AD%ED%95%99+%ED%8E%B8","아무런 사전 지식이 없는 독자들이 자연스레 고전 역학의 개념과 최소한의 수학 지식, 그리고 운동 방정식 유도와 응용 실력을 키울 수 있도록 돕는 『물리의 정석: 고전 역학 편』. 물리 전 분야를 포괄하는 유튜브 강의 '최소한의 이론'에 포함된 136개의 세부 강의들 중 고전 역학 강의 10개를 모아 역은 책이다.  레너드 서스킨드는 기존의 물리학 교과서의 체재를 따르지 않고, 물리학 연구에서 현장 연구자들이 사용하는 필수적인 최소한의 개념과 원리, 그리고 수학을 간결하고 추려 엮고, 복잡해 보이는 수식의 핵심을 정확하게 짚어 소개한다. 구식 이론이 아닌, 현대 물리학과 부합해 오늘날까지 물리학자들 사이에서 빈번히 쓰이는 고전 역학 이론만을 담아 물리학의 정석을 익힘으로써 헛된 수에 빠지지 않고 다양한 변화를 따라갈 수 있도록 이끌어준다.  [솔루션 다운로드] http://sciencebooks.minumsa.com/?bcpattach=59e2841f77d37b7257844184f58bb176b57c5377","https://image.aladin.co.kr/product/11380/16/coversum/8983718374_1.jpg","9788983718372","초끈 이론의 대가이자 &lt;블랙홀 전쟁&gt;, &lt;우주의 풍경&gt;의 저자 레너드 서스킨드의 스탠퍼드 대학교 교양 물리 강의를 기록한 책이다. 서스킨드의 친절한 설명이 담긴 유튜브 인기 강의와 함께 입문자들이 물리의 기초를 공부하는 데 가장 적절한 교과서이다.","51291","국내도서>과학>물리학>쉽게 배우는 물리학"
"(한국의 발견)부산","뿌리깊은나무 [편]","뿌리깊은나무","1992","자료실","8974650053 ","한국 근대의 풍경과 지역의 발견 세트(부산대학교 한국민족문화연구소...","부산대학교 한국민족문화연구소","","9788927902355.0","국학자료원","2013-04-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F459103%3Ftimestamp%3D20221025124122","https://search.daum.net/search?w=bookpage&bookId=459103&q=%ED%95%9C%EA%B5%AD+%EA%B7%BC%EB%8C%80%EC%9D%98+%ED%92%8D%EA%B2%BD%EA%B3%BC+%EC%A7%80%EC%97%AD%EC%9D%98+%EB%B0%9C%EA%B2%AC+%EC%84%B8%ED%8A%B8%28%EB%B6%80%EC%82%B0%EB%8C%80%ED%95%99%EA%B5%90+%ED%95%9C%EA%B5%AD%EB%AF%BC%EC%A1%B1%EB%AC%B8%ED%99%94%EC%97%B0%EA%B5%AC%EC%86%8C+%EB%A1%9C%EC%BB%AC%EB%A6%AC%ED%8B%B0+%EC%9E%90%EB%A3%8C%EC%B4%9D%EC%84%9C+2%29%28%EC%A0%8411%EA%B6%8C%29","일제 암흑기 실절에 잡지를 총망라하여 당시 우리의 사회상과 역사, 민속과 풍경 등을 확인할 수 있는 『한국 근대의 풍경과 지역의 발견 세트』 전11권. 부산대 한국민족문화연구소의 석박사 과정 연구원과 HK 연구교수 등 총 40여 명이 3년 6개월 동안 매달려 완성시켰다. 을사늑약 직후, 한일강제병합 직전인 1907년께부터 1945년 8월 해방될 때까지 발간된 종합 잡지 50여 종의 모든 발간본을 검토했다.","https://image.aladin.co.kr/product/2706/0/coversum/8927902351_1.jpg","9788927902355","'부산대학교 한국민족문화연구소 로컬리티 자료총서' 2권. 일제 암흑기 시절의 잡지를 총망라하여 그 당시의 우리의 사회상과 역사, 민속과 풍경을 우리 문인들의 일제 항거 문학 작품들과 함께 실은 귀중한 자료집.","51540","국내도서>인문학>서지/출판>서지/문헌/도서관"
"(한국의 발견)전라남도","뿌리깊은나무 [편]","뿌리깊은나무","1992","자료실","897465007X","한국의 섬 1 : 전남여수(14판)","이재언","","9788965130406.0","아름다운사람들","2010-10-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F911547%3Ftimestamp%3D20220630125251","https://search.daum.net/search?w=bookpage&bookId=911547&q=%ED%95%9C%EA%B5%AD%EC%9D%98+%EC%84%AC+1+%3A+%EC%A0%84%EB%82%A8%EC%97%AC%EC%88%98%2814%ED%8C%90%29","섬 탐험 전문가 이재언이 약 20년 동안 우리나라 556개 섬을 순회하며 기록한『한국의 섬』. 이 책은 총 10권으로 구성된 시리즈 중 첫 번째 권으로, 우리나라의 대표적인 미항이자 손꼽히는 휴양지인 전남여수 54개의 유인도 섬으로 떠난다. 다리로 연결된 돌산도, 방파제로 연결된 오동도, 남해 먼 바다에 홀로 떨어져 있는 거문도와 백도 등 수많은 아름다운 섬들을 찾아가는 여정을 풍부한 사진과 함께 수록해 여행자들의 길라잡이가 되어준다. 섬에 어떻게 갈 수 있는지에 대한 교통편과 관광명소 소개는 물론 그 속에서 만난 섬사람들과의 따뜻한 이야기가 정겹다.","https://image.aladin.co.kr/product/785/16/coversum/8965130409_1.jpg","9788965130406","섬 탐험 전문가 이재언이 약 20년 동안 우리나라 556개 섬을 순회하며 기록한 여행기이다. 한국의 섬 시리즈 첫번째 책으로 우리나라에서 가장 아름다운 섬 중 하나인 백도를 비롯하여 전남 여수의 모든 유인도 섬 54개가 담겨 있다.","50827","국내도서>여행>국내 여행에세이"
"퍼스컴으로 즐기는 수학","기무라 요시오 지음; 김현숙 옮김","전파과학사","1990","자료실","0 ","퍼스컴으로 즐기는 수학","기무라 요시오","김현숙","2005761003701.0","전파과학사","1991-11-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F190321%3Ftimestamp%3D20240824113652","https://search.daum.net/search?w=bookpage&bookId=190321&q=%ED%8D%BC%EC%8A%A4%EC%BB%B4%EC%9C%BC%EB%A1%9C+%EC%A6%90%EA%B8%B0%EB%8A%94+%EC%88%98%ED%95%99","이 책은 수학을 직접 컴퓨터 프로그램으로 짜서 설명하는 입문서이다.","","","","",""
"황금비늘 2","이외수","동문선","||||","자료실","8980389097 ","황금비늘 2","이외수","","9788973379859.0","해냄출판사","2008-06-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1020237%3Ftimestamp%3D20241229113758","https://search.daum.net/search?w=bookpage&bookId=1020237&q=%ED%99%A9%EA%B8%88%EB%B9%84%EB%8A%98+2","이외수 장편소설『황금비늘』제2권. 다섯 개의 코드로 나누어지는 〈이외수 오감소설〉 중 '환상'에 해당되는 작품이다. 이외수는 독특한 상상력과 기발한 언어유희로 자신만의 문학 세계를 구축해 온 작가이다. 이 소설에서는 갓난아이 때 버림을 받으며 희망보다 절망을, 사랑보다 증오를 먼저 알아버린 소년의 이야기를 그리고 있다.  땅콩처럼 작고 연약한 아이 김동명. 선천적인 명석함과 소매치기의 재빠른 몸놀림 저편에는 세상과의 동화를 어그러뜨리는 분노가 숨 쉬고 있다. 하지만 백발노인 무간선을 만나면서 삶의 의미를 찾아가는데…. (개정판)","","","","",""
"인류의기원","리처드 리키 ; 황현숙 옮김","동아","1996","자료실","8900041489 ","인류의 기원","이상희, 윤신영","","9788983717542.0","사이언스북스","2015-09-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1166996%3Ftimestamp%3D20241228114132","https://search.daum.net/search?w=bookpage&bookId=1166996&q=%EC%9D%B8%EB%A5%98%EC%9D%98+%EA%B8%B0%EC%9B%90","우리는 우리 자신에 대해 얼마나 잘 알고 있을까? 지구상에서 인간이라는 종이 탄생하고 지금의 모습으로 되기까지 인류는 안팎으로 수많은 사건을 겪으며 진화했다. 지금은 사라지고 없는 많은 친척 인류들과 때로는 맞부딪고 교류하기도 했으며 그중 일부는 우리 몸속에 DNA라는 흔적을 남기기도 했다. 두꺼운 지층 아래에서 발굴한 뼛조각에서, 혹은 현재 인간의 두뇌나 골반 같은 신체 특징에서 고인류학은 우리의 첫 조상이 언제 어디에서 등장했는지 유추하고 그 후손들이 걸어온 길을 재구성한다.    『인류의 기원』은 직접 발굴 현장을 누비며 인류의 화석을 연구하는 고인류학자와 과학 전문 기자가 함께 머리를 맞대고, 최신 고인류학이 이루어낸 성과들 중 매우 중요한 동시에 일반인들이 흥미로워 할 주제 22가지를 뽑아 친절하게 풀어 쓴 교양서이다. 고인류학을 정통으로 전공한 우리 학자가 손꼽히는 데다 현장과 이론 연구를 병행하며 세계를 무대로 활동하고 있는 학자는 더더욱 드문 탓에 인류 기원을 둘러싼 최근의 쟁점을 담은 이 책은 시대에 발맞춘 인류학 안내서이자 가장 새로운 교과서이다.","https://image.aladin.co.kr/product/6675/95/coversum/8983717548_1.jpg","9788983717542","캘리포니아 대학교 인류학과 이상희 교수와 &lt;과학동아&gt; 윤신영 편집장이 들려주는 22가지 인류 이야기. 최신 고인류학이 밝혀낸 인류의 길고도 흥미로운 여정과 지금도 논쟁 중인 인류의 기원을 둘러싼 뜨거운 쟁점들을 만나볼 수 있다.","51002","국내도서>과학>기초과학/교양과학"
"한국 대표 고전 소설선","안치경 [엮음]","번양사","1993","자료실","8974510179 ","한국대표 고전소설선","안치경 엮음","","2002562000182.0","번양사","1993-03-01","","https://search.daum.net/search?w=bookpage&bookId=91728&q=%ED%95%9C%EA%B5%AD%EB%8C%80%ED%91%9C+%EA%B3%A0%EC%A0%84%EC%86%8C%EC%84%A4%EC%84%A0","김시습의 `금호신화`를 시작으로 박지원의 `허생전` `양반전` 허균의 `홍길동전` 김만중의 `구운몽` 등 작가가 알려진 고전 소설과 `춘향전` `심청전` `흥부전` 등 작가 미상의 판소리계 소설까지 22편의 작품 세계를 소개한 책.","","","","",""
"(조정래 대하소설) 아리랑. 1","조정래","해냄","2001","자료실","8973370421 ","아리랑 1: 제1부 아, 한반도(청소년판)","조정래, 조호상","","9788965745112.0","해냄출판사","2015-06-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F918843%3Ftimestamp%3D20220925172719","https://search.daum.net/search?w=bookpage&bookId=918843&q=%EC%95%84%EB%A6%AC%EB%9E%91+1%3A+%EC%A0%9C1%EB%B6%80+%EC%95%84%2C+%ED%95%9C%EB%B0%98%EB%8F%84%28%EC%B2%AD%EC%86%8C%EB%85%84%ED%8C%90%29","400만부 이상 판매되며 독자들의 뜨거운 사랑을 받은 조정래 대하소설 『아리랑』 청소년판. ‘치욕스러운 역사일수록 똑똑하게 기억해야만 한다’는 치열한 작가정신으로 쓰여진 이 작품은 일제강점기부터 1945년 8·15 광복까지 치열한 생을 살아낸 우리 할아버지, 할머니의 이야기를 담은 대작이다. 1995년 완간 이후 20년 만에 청소년을 위한 소설로 개작된 청소년판은 전태일문학상과 라가치상을 수상한 청소년 소설 작가 조호상이 3년에 걸쳐 개작하고, 《가방 들어주는 아이》의 화가 백남원이 그림을 그려 완성시킨 작품이다.  1895년 고종의 단발령 발표부터 토지조사사업으로 대표되는 농민 생존권의 위협, 백성의 안전을 도모해야 할 치안권과 경찰권 등 정부 기능을 일본에 빼앗기는 과정과 이후 일제에 의해 핍박받는 약 40년의 흐름이 10년 단위로 나뉘어 모두 4부로 구성되어 있다. 원고지 2만 매, 전 12권의 단행본으로 구성된 원작의 이야기 구조에 따라 충실히 각색하면서도 장면과 인물 묘사, 대화, 사건 전개 등을 청소년들의 눈높이에 맞게 다듬었다.  지금으로부터 110여 년 전인 1904년 8월, 김 참봉의 빚 독촉에 시달리던 감골댁은 20원을 받기로 하고 아들 방영근을 하와이 이주 일꾼으로 보낸다. 하지만 김 참봉과 대륙식민회사 장칠문의 농간에 그마저도 받지 못하고, 감골댁을 도우려고 따라나선 동네 청년 지삼출은 북받치는 울화를 참지 못하고 장칠문을 들이받는 바람에 철도 공사장 일꾼으로 차출되어 간다. 지삼출은 핍박받는 와중에서도 1895년 동학 농민 운동의 정신이 여전히 살아 있음을 온몸으로 느끼고 공사가 끝난 후 고향으로 돌아온다.  한편, 체신 업무 수행으로 부임했으나 정보요원으로 활동하며 지역의 변화나 민심을 일본 정부에 보고하는 하야가와는 조선인 중에 친일 단체 회장을 맡을 만한 인물을 선별한다. 그 결과 고을의 이방이면서도 사리사욕을 채우는 데 급급한 백종두가 명예욕에 눈이 먼 나머지 적극적으로 가담할 것을 약속한다. 하와이에 도착한 방영근은 짐승보다 못한 취급을 받으며 고된 노동으로 하루하루를 연명하고, 일하는 도중 다친 조선인이 치료를 제대로 받지 못해 죽음에 이르자, 방영근은 동료들과 함께 감독에게 항의하고 고향에서와 같이 상여를 만들어 장사를 지내어 귀향하지 못한 이의 넋을 위로하는데…….","https://image.aladin.co.kr/product/6186/90/coversum/896574511x_1.jpg","9788965745112","400만 부 이상 판매된 밀리언셀러 조정래 대하소설 &lt;아리랑&gt;을 1995년 완간 이후 20년 만에 청소년을 위한 소설로 개작하였다. 원작의 이야기 구조에 따라 충실히 각색하면서도 청소년들의 눈높이에 맞게 장면과 인물 묘사, 대화, 사건 전개 등을 다듬어 재탄생한 작품이다.","50759","국내도서>청소년>청소년 문학>청소년 소설"
"정통한국문학대계. 2","김동인","어문각","1994","자료실","8944100136 ","정통한국문학대계 2:김동인","어문각 편집부","","2004412003145.0","어문각","1992-02-01","","https://search.daum.net/search?w=bookpage&bookId=154753&q=%EC%A0%95%ED%86%B5%ED%95%9C%EA%B5%AD%EB%AC%B8%ED%95%99%EB%8C%80%EA%B3%84+2%3A%EA%B9%80%EB%8F%99%EC%9D%B8","김동인의 작품세계를 해설했다.","","","","",""
