연도,시도,행정구,교육지원청,학교급,고등학교유형,학교세부유형,학교명,본분교,설립,상태,지역규모,학교개교일,우편번호,도로명주소,전화번호,팩스번호,홈페이지,학생수,도서관(실)수,좌석수,장서수,Unnamed: 22,Unnamed: 23,사서,사서교사,직원(사서자격증보유여부),Unnamed: 27,Unnamed: 28,예산액(단위:원),Unnamed: 30,Unnamed: 31,좌석당학생수,1인당장서수
2023,대전,유성구,서부,초등학교,,초등학교,대전자운초등학교,본교,공립,기존(원)교,특별/광역시,19960527,340-59 ,대전광역시 유성구 자운로97번길 380 (신봉동. 자운초등학교),042-862-6472,042-862-6474,http://jaunes.djsch.kr,462,1,40,24510,24385,125,0,0.0,1,0,1,13160000,13000000,160000,11.6,53.1
2023,대전,유성구,서부,초등학교,,초등학교,구즉초등학교,본교,공립,기존(원)교,특별/광역시,19370625,340-06 ,대전광역시 유성구 구룡달전로 34 (봉산동),042-935-4005,042-935-6599,http://gjes.djsch.kr,526,1,30,24786,24682,104,0,0.0,0,0,0,15050000,12500000,2550000,17.5,47.1
2023,대전,유성구,서부,초등학교,,초등학교,금성초등학교,본교,공립,기존(원)교,특별/광역시,19420401,341-16 ,대전광역시 유성구 신성로72번길 5 (신성동. 금성초등학교),042-861-8234,042-863-0709,http://geumsunges.djsch.kr/main.do,463,1,54,23843,23843,0,0,0.0,0,0,0,15300000,13500000,1800000,8.6,51.5
2023,대전,유성구,서부,초등학교,,초등학교,남선초등학교,본교,공립,기존(원)교,도서벽지,19410426,342-04 ,대전광역시 유성구 계백로93번길 277-29 (송정동. 남선초등학교),042-825-0896,042-825-0897,http://namsunes.djsch.kr,54,1,30,13471,13237,234,0,0.0,0,0,0,11450000,9080000,2370000,1.8,249.5
2023,대전,유성구,서부,초등학교,,초등학교,대덕초등학교,본교,공립,기존(원)교,특별/광역시,19791002,341-21 ,대전광역시 유성구 대덕대로556번길 102 (도룡동),042-861-7615,042-862-4998,http://daedeokes.djsch.kr,657,1,35,23073,23066,7,0,0.0,0,0,0,7300000,6000000,1300000,18.8,35.1
2023,대전,유성구,서부,초등학교,,초등학교,대덕초등학교도룡분교장,분교장,공립,기존(원)교,특별/광역시,20100301,341-25 ,대전광역시 유성구 엑스포로97번길 100 (도룡동),042-864-0004,042-864-4976,http://daedeokes.djsch.kr,67,1,50,9518,9517,1,0,0.0,1,0,1,3440000,3000000,440000,1.3,142.1
2023,대전,유성구,서부,초등학교,,초등학교,대전교촌초등학교,본교,공립,기존(원)교,특별/광역시,20070301,342-25 ,대전광역시 유성구 진잠로149번길 42 (교촌동.대전교촌초등학교),042-540-1600,042-544-0649,http://kyochones.djsch.kr/,363,1,21,25633,25494,139,0,0.0,1,0,1,14150000,12700000,1450000,17.3,70.6
2023,대전,유성구,서부,초등학교,,초등학교,대전수정초등학교,본교,공립,기존(원)교,특별/광역시,20070301,341-45 ,대전광역시 유성구 노은서로 62 (노은동. 대전수정초등학교),042-828-5300,042-822-5306,http://dsjes.djsch.kr,166,1,36,21210,20907,303,0,0.0,1,0,1,16100000,14000000,2100000,4.6,127.8
2023,대전,유성구,서부,초등학교,,초등학교,대전송림초등학교,본교,공립,기존(원)교,특별/광역시,20070301,340-94 ,대전광역시 유성구 노은로410번길 123-14 (하기동),042-608-1508,042-824-3955,http://djsonglimes.djsch.kr/main.do,293,1,50,19834,19821,13,0,0.0,0,0,0,13580000,11880000,1700000,5.9,67.7
2023,대전,유성구,서부,초등학교,,초등학교,대전송강초등학교,본교,공립,기존(원)교,특별/광역시,19950301,340-08 ,대전광역시 유성구 송강로42번길 6 . 대전송강초등학교 (송강동),042-934-7325,042-934-7324,http://s-ganges.djsch.kr/,490,1,56,26465,26385,80,0,0.0,0,0,0,14040000,12000000,2040000,8.8,54.0
2023,대전,유성구,서부,초등학교,,초등학교,대전어은초등학교,본교,공립,기존(원)교,특별/광역시,19930301,341-40 ,대전광역시 유성구 농대로 46 (어은동),042-879-0601,042-863-3205,http://eoeunes.djsch.kr/,614,1,36,37743,36482,1261,0,0.0,0,0,0,23630000,15000000,8630000,17.1,61.5
2023,대전,유성구,서부,초등학교,,초등학교,대전전민초등학교,본교,공립,기존(원)교,특별/광역시,19940301,340-49 ,대전광역시 유성구 엑스포로466번길 42 (전민동.전민초등학교),042-864-5492,042-864-5494,http://jeonmines.djsch.kr,1169,1,90,32524,32222,302,0,0.0,0,0,0,18970000,17000000,1970000,13.0,27.8
2023,대전,유성구,서부,초등학교,,초등학교,대전죽동초등학교,본교,공립,기존(원)교,특별/광역시,20170301,341-27 ,대전광역시 유성구 죽동로 52 (죽동) 죽동초등학교,042-820-3300,042-820-3399,http://jukdonges.djsch.kr,814,1,70,13788,13740,48,0,0.0,0,0,0,20000000,18000000,2000000,11.6,16.9
2023,대전,유성구,서부,초등학교,,초등학교,덕송초등학교,본교,공립,기존(원)교,특별/광역시,19690301,341-51 ,대전광역시 유성구 현충원로 265 (덕명동) 덕송초등학교,042-822-1708,042-825-4404,https://deoksonges.djsch.kr,208,1,45,13529,13453,76,0,0.0,0,0,0,21980000,11900000,10080000,4.6,65.0
2023,대전,유성구,서부,초등학교,,초등학교,문지초등학교,본교,공립,기존(원)교,특별/광역시,19491001,340-53 ,대전광역시 유성구 전민로 41 (문지동),042-861-4173,042-862-5476,http://munjies.djsch.kr/,445,1,34,23046,22999,47,0,0.0,0,0,0,10710000,9000000,1710000,13.1,51.8
2023,대전,유성구,서부,초등학교,,초등학교,봉암초등학교,본교,공립,기존(원)교,특별/광역시,19690304,341-37 ,대전광역시 유성구 궁동로 21 (궁동. 봉암초등학교),042-822-2192,042-822-8076,http://bongames.djsch.kr,42,1,32,14322,14233,89,0,0.0,1,1,0,14460000,10600000,3860000,1.3,341.0
2023,대전,유성구,서부,초등학교,,초등학교,외삼초등학교,본교,공립,기존(원)교,특별/광역시,19480510,340-69 ,대전광역시 유성구 반석동로 63 (반석동.외삼초등학교),042-824-2240,042-824-2241,http://oesames.djsch.kr/main.do,702,1,40,26363,26363,0,1,1.0,0,0,0,15500000,14000000,1500000,17.6,37.6
2023,대전,유성구,서부,초등학교,,초등학교,유성초등학교,본교,공립,기존(원)교,특별/광역시,19270607,341-64 ,대전광역시 유성구 장대로71번길 12 (장대동. 유성초등학교),042-822-0310,042-825-3647,http://yuseonges.djsch.kr/main.do,171,1,50,24013,23967,46,0,0.0,0,0,0,11194000,10394000,800000,3.4,140.4
2023,대전,유성구,서부,초등학교,,초등학교,진잠초등학교,본교,공립,기존(원)교,특별/광역시,19130520,342-29 ,대전광역시 유성구 진잠로59번길 53 . 진잠초등학교 (원내동. 진잠초등학교),042-543-3072,042-543-5097,http://jinjames.djsch.kr/,462,1,24,25129,25007,122,2,1.0,0,0,0,6500000,6000000,500000,19.3,54.4
2023,대전,유성구,서부,초등학교,,초등학교,학하초등학교,본교,공립,기존(원)교,특별/광역시,19630420,342-12 ,대전광역시 유성구 진잠옛로 165 . 학하초등학교 (학하동),042-825-0525,042-825-0528,http://hakhaes.djsch.kr,121,1,48,16169,16020,149,0,0.0,0,0,0,11392000,9700000,1692000,2.5,133.6
2023,대전,유성구,서부,초등학교,,초등학교,흥도초등학교,본교,공립,기존(원)교,특별/광역시,19651002,341-95 ,대전광역시 유성구 원신흥남로 20 (원신흥동. 흥도초등학교),042-822-5083,042-823-8945,http://heungdoes.djsch.kr,886,1,35,19603,19578,25,0,0.0,0,0,0,24560000,20260000,4300000,25.3,22.1
2023,대전,유성구,서부,초등학교,,초등학교,대전상지초등학교,본교,공립,기존(원)교,특별/광역시,20010404,340-85 ,대전광역시 유성구 노은동로 165 (지족동.대전상지초등학교),042-477-5984,042-477-5988,http://djsangjies.djsch.kr,623,1,36,28724,28563,161,0,0.0,0,0,0,17070000,15000000,2070000,17.3,46.1
2023,대전,유성구,서부,초등학교,,초등학교,대전지족초등학교,본교,공립,기존(원)교,특별/광역시,20020301,340-80 ,대전광역시 유성구 노은서로 238 (지족동),042-824-3144,042-476-3148,http://jijokes.djsch.kr,506,1,12,28886,28533,353,1,1.0,0,0,0,16850000,12000000,4850000,42.2,57.1
2023,대전,유성구,서부,초등학교,,초등학교,대전장대초등학교,본교,공립,기존(원)교,특별/광역시,20020501,341-66 ,대전광역시 유성구 문화원로19번길 16 (장대동),042-824-0492,042-824-0498,http://djjdes.djsch.kr,371,1,35,20600,20563,37,0,0.0,0,0,0,16640000,12880000,3760000,10.6,55.5
2023,대전,유성구,서부,초등학교,,초등학교,대전노은초등학교,본교,공립,기존(원)교,특별/광역시,20020901,340-91 ,대전광역시 유성구 노은동로99번길 35 . 대전노은초등학교 (노은동.노은초등학교),042-476-1492,042-476-1497,http://djnoeunes.djsch.kr/,970,1,32,21324,20944,380,0,0.0,0,0,0,17580000,14000000,3580000,30.3,22.0
2023,대전,유성구,서부,초등학교,,초등학교,대전대정초등학교,본교,공립,기존(원)교,특별/광역시,20040901,342-19 ,대전광역시 유성구 대정로28번길 55 대전대정초등학교 (대정동),042-540-2707,042-545-4388,http://djes.djsch.kr,374,1,30,20662,20609,53,0,0.0,0,0,0,18520000,14000000,4520000,12.5,55.2
2023,대전,유성구,서부,초등학교,,초등학교,대전하기초등학교,본교,공립,기존(원)교,특별/광역시,20050301,340-61 ,대전광역시 유성구 송림로19번길 32 (하기동)대전하기초등학교,042-824-8094,042-824-8098,http://hagies.djsch.kr/,478,1,52,20445,20367,78,0,0.0,0,0,0,15850000,14000000,1850000,9.2,42.8
2023,대전,유성구,서부,초등학교,,초등학교,대전두리초등학교,본교,공립,기존(원)교,특별/광역시,20050901,340-05 ,대전광역시 유성구 와룡로 37 (송강동),042-936-0834,042-936-0838,http://dues.djsch.kr/,846,1,103,38492,38163,329,0,0.0,1,0,1,17970000,15000000,2970000,8.2,45.5
2023,대전,유성구,서부,초등학교,,초등학교,대전동화초등학교,본교,공립,기존(원)교,특별/광역시,20060301,340-20 ,대전광역시 유성구 관평2로 43 . 대전동화초등학교 (관평동. 대전동화초중학교),042-605-9700,042-935-9742,http://djdhes.djsch.kr/,805,1,100,23377,23254,123,0,0.0,0,0,0,24644000,18410000,6234000,8.1,29.0
2023,대전,유성구,서부,초등학교,,초등학교,대전반석초등학교,본교,공립,기존(원)교,특별/광역시,20060301,340-68 ,대전광역시 유성구 반석동로 30 (반석동.대전반석초등학교),042-824-6436,042-824-6441,http://banseok-es.djsch.kr,1329,1,36,23374,23372,2,1,1.0,0,0,0,19612000,18000000,1612000,36.9,17.6
2023,대전,유성구,서부,초등학교,,초등학교,대전배울초등학교,본교,공립,기존(원)교,특별/광역시,20060301,340-22 ,대전광역시 유성구 배울2로 8 (관평동. 대전배울초등학교),042-936-4323,042-936-4328,http://baeules.djsch.kr/main.do,658,1,60,26949,26521,428,0,0.0,0,0,0,18816000,17194000,1622000,11.0,41.0
2023,대전,유성구,서부,초등학교,,초등학교,대전용산초등학교,본교,공립,기존(원)교,특별/광역시,20070901,340-31 ,대전광역시 유성구 배울2로 101 (용산동),042-934-8120,042-934-8127,http://yongsanes.djsch.kr,435,1,44,25163,24672,491,0,0.0,0,0,0,15012000,13200000,1812000,9.9,57.8
2023,대전,유성구,서부,초등학교,,초등학교,대전관평초등학교,본교,공립,기존(원)교,특별/광역시,20080901,340-21 ,대전광역시 유성구 테크노4로 132 . 대전관평초등학교 (관평동),042-671-0062,042-671-0068,http://djgpes.djsch.kr,467,1,36,19462,19456,6,1,1.0,0,0,0,17730000,14430000,3300000,13.0,41.7
2023,대전,유성구,서부,초등학교,,초등학교,대전상대초등학교,본교,공립,기존(원)교,특별/광역시,20100301,341-99 ,대전광역시 유성구 월드컵대로 322 (상대동. 상대초등학교),042-823-2442,042-823-2441,http://djsdes.djsch.kr,918,1,55,24557,24554,3,1,1.0,0,0,0,24400000,19200000,5200000,16.7,26.8
2023,대전,유성구,서부,초등학교,,초등학교,대전원신흥초등학교복용분교장,분교장,공립,기존(원)교,특별/광역시,20220301,341-97 ,대전광역시 유성구 유성대로 600 (상대동),042-820-8700,042-824-2150,https://bogyongbs.djsch.kr/main.do,549,1,8,1994,1994,0,1,1.0,0,0,0,16828000,13000000,3828000,68.6,3.6
2023,대전,유성구,서부,초등학교,,초등학교,대전봉명초등학교,본교,공립,기존(원)교,특별/광역시,20110301,341-88 ,대전광역시 유성구 계룡로132번길 62 (봉명동),042-820-8800,042-820-8888,http://djbmes.djsch.kr,886,1,30,20310,20213,97,0,0.0,1,0,1,22000000,20000000,2000000,29.5,22.9
2023,대전,유성구,서부,초등학교,,초등학교,대전원신흥초등학교,본교,공립,기존(원)교,특별/광역시,20110301,341-93 ,대전광역시 유성구 원신흥로55번길 37 (원신흥동. 대전원신흥초등학교),042-826-9811,042-826-9809,http://wonsinhunges.djsch.kr,367,1,68,17041,17032,9,0,0.0,0,0,0,13847000,12857000,990000,5.4,46.4
2023,대전,유성구,서부,초등학교,,초등학교,대전계산초등학교,본교,공립,기존(원)교,특별/광역시,20120301,342-09 ,대전광역시 유성구 학하서로 74 (계산동),042-826-6180,042-826-6184,http://djkses.djsch.kr,796,1,50,19634,19578,56,0,0.0,0,0,0,16100000,15000000,1100000,15.9,24.7
2023,대전,유성구,서부,초등학교,,초등학교,대전상원초등학교,본교,공립,기존(원)교,특별/광역시,20120301,342-00 ,대전광역시 유성구 상대서로 46 . 대전상원초등학교 (상대동),042-824-8549,042-824-8547,http://sangwones.djsch.kr,899,1,30,23298,23298,0,0,0.0,1,1,0,20200000,18000000,2200000,30.0,25.9
2023,대전,유성구,서부,초등학교,,초등학교,대전새미래초등학교,본교,공립,기존(원)교,특별/광역시,20140901,340-74 ,대전광역시 유성구 지족로 168 (지족동. 대전새미래초등학교),042-828-5600,042-828-5699,http://saemiraees.djsch.kr,1060,1,55,20750,20749,1,0,0.0,0,0,0,23119000,21500000,1619000,19.3,19.6
2023,대전,유성구,서부,중학교,,일반중학교,대전장대중학교,본교,공립,기존(원)교,특별/광역시,20050301,341-71 ,대전광역시 유성구 문화원로 26 (장대동.대전장대중학교),042-824-6713,042-824-6718,http://jangdaems.djsch.kr/main.do,242,1,61,26728,26601,127,0,0.0,1,0,1,7700000,6000000,1700000,4.0,110.4
2023,대전,유성구,서부,중학교,,일반중학교,대덕중학교,본교,공립,기존(원)교,특별/광역시,19810311,341-31 ,대전광역시 유성구 대덕대로 515 (가정동),042-860-8925,042-862-3632,http://daedeokms.djsch.kr,530,1,77,13567,13497,70,0,0.0,1,0,1,17096000,15696000,1400000,6.9,25.6
2023,대전,유성구,서부,중학교,,일반중학교,대전원신흥중학교,본교,공립,기존(원)교,특별/광역시,20220301,341-95 ,대전광역시 유성구 동서대로735번길 20 (원신흥동),042-820-5600,042-826-9031,https://wshms.djsch.kr,789,1,32,3877,3877,0,1,1.0,0,0,0,20800000,18000000,2800000,24.7,4.9
2023,대전,유성구,서부,중학교,,일반중학교,대전문지중학교,본교,공립,기존(원)교,특별/광역시,19980305,340-53 ,대전광역시 유성구 전민로 53 (전민동. 문지중학교),042-863-0926,042-863-0928,http://munjims.djsch.kr,205,1,55,20245,20175,70,0,0.0,0,0,0,14600000,12200000,2400000,3.7,98.8
2023,대전,유성구,서부,중학교,,일반중학교,대전송강중학교,본교,공립,기존(원)교,특별/광역시,19950302,340-08 ,대전광역시 유성구 와룡로 122 (송강동. 송강중학교),042-606-9000,042-934-7458,http://songgangms.djsch.kr,310,1,26,11536,11536,0,0,0.0,1,0,1,10100000,9600000,500000,11.9,37.2
2023,대전,유성구,서부,중학교,,일반중학교,대전어은중학교,본교,공립,기존(원)교,특별/광역시,19930305,341-40 ,대전광역시 유성구 농대로 56 (어은동. 대전어은중학교),042-861-9763,042-863-1709,http://eoeunms.djsch.kr,455,1,58,19105,18791,314,0,0.0,1,0,1,11776000,10496000,1280000,7.8,42.0
2023,대전,유성구,서부,중학교,,일반중학교,대전전민중학교,본교,공립,기존(원)교,특별/광역시,19940305,340-49 ,대전광역시 유성구 엑스포로466번길 97 (전민동.전민중학교),042-863-5797,042-861-3274,http://djjmms.djsch.kr,600,1,38,18089,18036,53,0,0.0,0,0,0,14310000,8000000,6310000,15.8,30.1
2023,대전,유성구,서부,중학교,,일반중학교,유성중학교,본교,공립,기존(원)교,특별/광역시,19461101,341-98 ,대전광역시 유성구 상대로 33 (상대동. 유성중학교),042-822-1605,042-825-8049,http://yuseongms.djsch.kr,912,1,60,17921,17886,35,0,0.0,0,0,0,15012000,12000000,3012000,15.2,19.7
2023,대전,유성구,서부,중학교,,일반중학교,진잠중학교,본교,공립,기존(원)교,특별/광역시,19700306,342-31 ,대전광역시 유성구 진잠로 60-23 (원내동. 진잠중학교),042-330-8006,042-543-2809,http://jinjamms.djsch.kr,255,1,45,15385,15210,175,0,0.0,0,0,0,9660000,8000000,1660000,5.7,60.3
2023,대전,유성구,서부,중학교,,일반중학교,대전지족중학교,본교,공립,기존(원)교,특별/광역시,20010301,340-83 ,대전광역시 유성구 노은동로 193 (지족동) 지족중학교,042-477-4630,042-477-4645,http://jijokms.djsch.kr,647,1,44,15754,14640,1114,0,0.0,0,0,0,6335000,5385000,950000,14.7,24.3
2023,대전,유성구,서부,중학교,,일반중학교,대전노은중학교,본교,공립,기존(원)교,특별/광역시,20020302,340-84 ,대전광역시 유성구 노은동로 104 (노은동. 노은중학교),042-479-5554,042-476-3158,http://noeunms.djsch.kr,849,1,52,17975,17975,0,0,0.0,1,0,1,17200000,17000000,200000,16.3,21.2
2023,대전,유성구,서부,중학교,,일반중학교,대전외삼중학교,본교,공립,기존(원)교,특별/광역시,20050301,340-67 ,대전광역시 유성구 반석동로 75 (반석동. 외삼중학교),042-332-1045,042-332-1057,http://oesamms.djsch.kr,824,1,100,14128,14060,68,0,0.0,1,0,1,6950000,5300000,1650000,8.2,17.1
2023,대전,유성구,서부,중학교,,일반중학교,대전봉명중학교,본교,공립,기존(원)교,특별/광역시,20110301,341-89 ,대전광역시 유성구 계룡로132번길 71 (봉명동. 대전봉명중학교),042-820-4800,042-826-6878,http://djbmms.djsch.kr,651,1,65,20085,19958,127,0,0.0,0,0,0,22400000,18000000,4400000,10.0,30.9
2023,대전,유성구,서부,중학교,,일반중학교,대전동화중학교,본교,공립,기존(원)교,특별/광역시,20060301,340-20 ,대전광역시 유성구 관평2로 43 (관평동),042-935-9617,042-935-9616,http://djdhms.djsch.kr,626,1,70,24468,24451,17,1,1.0,0,0,0,11850000,7000000,4850000,8.9,39.1
2023,대전,유성구,서부,중학교,,일반중학교,대전하기중학교,본교,공립,기존(원)교,특별/광역시,20060301,340-98 ,대전광역시 유성구 송림로48번길 6-30 . 대전하기중학교 (하기동. 대전하기중학교),042-714-0650,042-824-8369,http://hagims.djsch.kr,480,1,80,18451,17367,1084,1,1.0,0,0,0,17595000,14921000,2674000,6.0,38.4
2023,대전,유성구,서부,중학교,,일반중학교,대전두리중학교,본교,공립,기존(원)교,특별/광역시,20060301,340-05 ,대전광역시 유성구 와룡로 37 (송강동),042-935-8613,042-935-8618,http://durims.djsch.kr,545,1,48,18067,18067,0,0,0.0,1,0,1,7890000,5000000,2890000,11.4,33.2
2023,대전,유성구,서부,중학교,,일반중학교,대전자운중학교,본교,공립,기존(원)교,특별/광역시,20060302,340-59 ,대전광역시 유성구 자운로97번길 356 (신봉동. 자운중학교),042-867-9371,042-867-9372,http://jaunms.djsch.kr,105,1,22,25604,25530,74,0,0.0,1,0,1,11144000,10844000,300000,4.8,243.8
2023,대전,유성구,서부,중학교,,일반중학교,대전관평중학교,본교,공립,기존(원)교,특별/광역시,20080303,340-21 ,대전광역시 유성구 테크노4로 132 . 대전 관평중학교 (관평동.관평중학교),042-671-0811,042-671-0820,http://gpms.djsch.kr,641,1,57,23367,23285,82,0,0.0,0,0,0,32400000,15400000,17000000,11.2,36.5
2023,대전,유성구,서부,중학교,,일반중학교,성덕중학교,본교,사립,기존(원)교,특별/광역시,19680208,341-06 ,대전광역시 유성구 신성로 19 (신성동. 성덕중학교),042-861-6706,042-863-3253,http://sungdukms.djsch.kr,341,1,38,19233,19233,0,0,0.0,0,0,0,5200000,4000000,1200000,9.0,56.4
2023,대전,유성구,서부,중학교,,일반중학교,대전덕명중학교,본교,공립,기존(원)교,특별/광역시,20120302,341-59 ,대전광역시 유성구 학하중앙로 61 . 대전덕명중학교 (덕명동. 대전덕명중학교),042-364-1600,042-825-1678,http://ddmms.djsch.kr,404,1,43,13821,13803,18,1,1.0,0,0,0,18160000,12000000,6160000,9.4,34.2
2023,대전,유성구,서부,중학교,,일반중학교,대전새미래중학교,본교,공립,기존(원)교,특별/광역시,20140301,340-74 ,대전광역시 유성구 지족동로 55 (지족동),042-828-3800,042-828-3810,http://smrms.djsch.kr/,359,1,50,7494,7470,24,2,1.0,0,0,0,13100000,10000000,3100000,7.2,20.9
2023,대전,유성구,서부,중학교,,체육중학교,대전체육중학교,본교,공립,기존(원)교,특별/광역시,19730604,341-95 ,대전광역시 유성구 원신흥로40번길 6 (원신흥동. 대전체육중고등학교),042-820-5200,042-825-3446,http://djcheyukhs.djsch.kr,72,0,25,0,0,0,0,0.0,0,0,0,0,0,0,2.9,0.0
2023,대전,대덕구,대전시,고등학교,자율고,일반고등학교,대전송촌고등학교,본교,공립,기존(원)교,특별/광역시,19990305,344-04 ,대전광역시 대덕구 선비마을로23번길 11 (송촌동. 대전송촌고등학교),042-620-7905,042-620-5909,http://songchonhs.djsch.kr,948,1,66,24502,23732,770,0,0.0,1,1,0,23650000,21000000,2650000,14.4,25.8
2023,대전,대덕구,대전시,고등학교,일반고,일반고등학교,동대전고등학교,본교,공립,기존(원)교,특별/광역시,19830310,344-27 ,대전광역시 대덕구 청림길 33 (중리동. 동대전고등학교),042-630-6107,042-630-6199,http://ddjhs.djsch.kr,898,1,40,28711,28214,497,0,0.0,1,0,1,15550000,15400000,150000,22.5,32.0
2023,대전,대덕구,대전시,고등학교,일반고,일반고등학교,신탄진고등학교,본교,공립,기존(원)교,특별/광역시,19811125,343-08 ,대전광역시 대덕구 신탄진북로 14 (신탄진동),042-602-3800,042-933-0273,http://shintanjinhs.djsch.kr,447,1,25,15200,15159,41,0,0.0,0,0,0,14300000,10000000,4300000,17.9,34.0
2023,대전,대덕구,대전시,고등학교,일반고,일반고등학교,대전이문고등학교,본교,사립,기존(원)교,특별/광역시,19860305,343-17 ,대전광역시 대덕구 석봉로 15 (석봉동.대전이문고등학교),042-930-0800,042-932-1633,http://imunhs.djsch.kr,463,1,36,23966,23577,389,0,0.0,1,1,0,7300000,6500000,800000,12.9,51.8
2023,대전,대덕구,대전시,고등학교,특성화고(직업),공업고등학교,대전생활과학고등학교,본교,사립,기존(원)교,특별/광역시,19911218,344-32 ,대전광역시 대덕구 동산초교로63번길 12 (오정동) 대전생활과학고등학교,042-629-1305,042-636-3607,http://djpshs.djsch.kr,470,1,30,13495,13155,340,0,0.0,1,0,1,19739000,18000000,1739000,15.7,28.7
2023,대전,대덕구,동부,초등학교,,초등학교,대전대양초등학교,본교,공립,기존(원)교,특별/광역시,19980901,344-23 ,대전광역시 대덕구 송촌로 67 (송촌동. 대전대양초등학교),042-635-8093,042-635-8094,http://djdyes.djsch.kr,378,1,30,18982,18870,112,1,1.0,0,0,0,10062000,9000000,1062000,12.6,50.2
2023,대전,대덕구,동부,초등학교,,초등학교,대전대화초등학교,본교,공립,기존(원)교,특별/광역시,19821125,343-75 ,대전광역시 대덕구 대화로 242-36 . 대전대화초등학교 (대화동),042-621-6738,042-626-7921,http://daehwaes.djsch.kr/main.do,173,1,50,24860,24435,425,2,1.0,0,0,0,12400000,10000000,2400000,3.5,143.7
2023,대전,대덕구,동부,초등학교,,초등학교,대전동도초등학교,본교,공립,기존(원)교,특별/광역시,19870905,344-42 ,대전광역시 대덕구 한남로150번길 27 (오정동. 동도초등학교),042-620-6100,042-620-6199,http://djdongdoes.djsch.kr,121,1,28,19019,18994,25,0,0.0,0,0,0,13977000,10449000,3528000,4.3,157.2
2023,대전,대덕구,동부,초등학교,,초등학교,대전동산초등학교,본교,공립,기존(원)교,특별/광역시,19640310,344-32 ,대전광역시 대덕구 동산초교로63번길 50 . 대전동산초등학교 (오정동),042-623-3123,042-627-6358,http://djdses.djsch.kr,304,1,28,23255,23064,191,1,1.0,0,0,0,12882000,11480000,1402000,10.9,76.5
2023,대전,대덕구,동부,초등학교,,초등학교,대전매봉초등학교,본교,공립,기존(원)교,특별/광역시,19991015,343-99 ,대전광역시 대덕구 선비마을로 155 (송촌동. 대전매봉초등학교),042-620-6800,042-621-9664,http://mbes.djsch.kr,640,1,116,29634,29365,269,0,0.0,1,0,1,9350000,7350000,2000000,5.5,46.3
2023,대전,대덕구,동부,초등학교,,초등학교,대전법동초등학교,본교,공립,기존(원)교,특별/광역시,19930315,343-98 ,대전광역시 대덕구 계족로664번길 74 (법동.대전법동초등학교),042-626-7567,042-633-1085,http://beopdonges.djsch.kr,339,1,50,26513,26367,146,0,0.0,0,0,0,7546000,6000000,1546000,6.8,78.2
2023,대전,대덕구,동부,초등학교,,초등학교,대전석봉초등학교,본교,공립,기존(원)교,특별/광역시,19970301,343-13 ,대전광역시 대덕구 신탄진남로 20 . 대전석봉초등학교 (신탄진동. 대전석봉초등학교),042-630-0400,042-630-0499,http://seokbonges.djsch.kr,97,1,24,17814,17798,16,0,0.0,0,0,0,9633000,9333000,300000,4.0,183.6
2023,대전,대덕구,동부,초등학교,,초등학교,대전송촌초등학교,본교,공립,기존(원)교,특별/광역시,19990901,344-04 ,대전광역시 대덕구 동춘당로54번길 35 (송촌동. 대전송촌초등학교),042-621-9041,042-621-9049,http://djsces.djsch.kr,688,1,24,23414,23381,33,1,1.0,0,0,0,23386000,17860000,5526000,28.7,34.0
2023,대전,대덕구,동부,초등학교,,초등학교,대전양지초등학교,본교,공립,기존(원)교,특별/광역시,19950930,344-06 ,대전광역시 대덕구 쌍청당로 45 (법동),042-634-8762,042-634-8763,http://yjes.djsch.kr/main.do,256,1,50,23890,23890,0,1,1.0,0,0,0,15301000,12360000,2941000,5.1,93.3
2023,대전,대덕구,동부,초등학교,,초등학교,대전중리초등학교,본교,공립,기존(원)교,특별/광역시,19880521,343-86 ,대전광역시 대덕구 중리북로 20 (법동. 대전중리초등학교),042-621-9442,042-627-3804,http://jungries.djsch.kr,476,1,36,23228,23095,133,0,0.0,1,1,0,15270000,13650000,1620000,13.2,48.8
2023,대전,대덕구,동부,초등학교,,초등학교,대전중원초등학교,본교,공립,기존(원)교,특별/광역시,19910301,343-89 ,대전광역시 대덕구 중리로64번길 45 (중리동),042-717-7200,042-717-7300,http://djjwes.djsch.kr/,365,1,36,26181,25975,206,0,0.0,0,0,0,16710000,13940000,2770000,10.1,71.7
2023,대전,대덕구,동부,초등학교,,초등학교,대전화정초등학교,본교,공립,기존(원)교,특별/광역시,19710301,344-37 ,대전광역시 대덕구 한밭대로1024번길 20 (오정동. 화정초등학교),042-627-6175,042-627-0210,http://hjes.djsch.kr,258,1,30,15660,15552,108,1,1.0,0,0,0,9228000,8000000,1228000,8.6,60.7
2023,대전,대덕구,동부,초등학교,,초등학교,새일초등학교,본교,공립,기존(원)교,특별/광역시,19680901,343-33 ,대전광역시 대덕구 덕암로125번길 15 (덕암동. 새일초등학교),042-931-1414,042-931-1415,http://saeiles.djsch.kr,238,1,67,23642,23616,26,0,0.0,1,0,1,16860000,11360000,5500000,3.6,99.3
2023,대전,대덕구,동부,초등학교,,초등학교,신탄진초등학교,본교,공립,기존(원)교,특별/광역시,19080901,343-17 ,대전광역시 대덕구 석봉로3번길 50 (석봉동. 신탄진초등학교),042-366-3377,042-366-3214,http://sintanjines.djsch.kr,353,1,36,24179,24169,10,0,0.0,0,0,0,13196000,12696000,500000,9.8,68.5
